,Time,Temperature (c),Salinity (ppt),ODO mg/L,temp_z-score,salinity_z-score,odo_z-score,Date
239,21:37.4,28.60000038,41.97,5.69,-0.3455091047876234,0.03020744994242596,-0.38657672749792077,2024-11-16
240,21:38.4,28.60000038,41.97,5.69,-0.3455091047876234,0.03020744994242596,-0.38657672749792077,2024-11-16
241,21:39.4,28.60000038,41.89,5.7,-0.3455091047876234,-0.0012227686323997818,-0.3569742506919178,2024-11-16
242,21:40.4,28.60000038,42.06,5.71,-0.3455091047876234,0.06556644583910702,-0.3273717738859148,2024-11-16
243,21:41.4,28.60000038,41.7,5.74,-0.3455091047876234,-0.07586953774761163,-0.23856434346790326,2024-11-16
244,21:42.4,28.60000038,41.7,5.74,-0.3455091047876234,-0.07586953774761163,-0.23856434346790326,2024-11-16
245,21:43.4,28.60000038,41.77,5.74,-0.3455091047876234,-0.0483680964946384,-0.23856434346790326,2024-11-16
246,21:44.4,28.60000038,41.82,5.76,-0.3455091047876234,-0.028724209885373005,-0.17935938985589728,2024-11-16
247,21:45.4,28.60000038,41.82,5.76,-0.3455091047876234,-0.028724209885373005,-0.17935938985589728,2024-11-16
248,21:46.5,28.60000038,41.74,5.78,-0.3455091047876234,-0.06015442846019875,-0.12015443624388869,2024-11-16
249,21:47.5,28.60000038,41.88,5.76,-0.3455091047876234,-0.005151545954252302,-0.17935938985589728,2024-11-16
250,21:48.5,28.60000038,41.88,5.76,-0.3455091047876234,-0.005151545954252302,-0.17935938985589728,2024-11-16
251,21:49.5,28.60000038,41.66,5.77,-0.3455091047876234,-0.09158464703502728,-0.1497569130498943,2024-11-16
252,21:50.5,28.60000038,41.73,5.79,-0.3455091047876234,-0.06408320578205406,-0.09055195943788572,2024-11-16
253,21:51.5,28.60000038,41.73,5.79,-0.3455091047876234,-0.06408320578205406,-0.09055195943788572,2024-11-16
254,21:52.5,28.60000038,41.62,5.79,-0.3455091047876234,-0.10729975632244015,-0.09055195943788572,2024-11-16
255,21:53.5,28.60000038,41.83,5.79,-0.3455091047876234,-0.024795432563520486,-0.09055195943788572,2024-11-16
256,21:54.5,28.60000038,41.56,5.8,-0.3455091047876234,-0.13087242025355808,-0.06094948263188273,2024-11-16
257,21:55.5,28.60000038,41.56,5.8,-0.3455091047876234,-0.13087242025355808,-0.06094948263188273,2024-11-16
258,21:56.5,28.60000038,41.71,5.79,-0.3455091047876234,-0.0719407604257591,-0.09055195943788572,2024-11-16
259,21:57.5,28.60000038,41.67,5.81,-0.3455091047876234,-0.08765586971317198,-0.03134700582587975,2024-11-16
